평가년도,도서관구분,도서관코드,도서관명,행정구역,시군구,장서수,사서수,대출자수,대출권수,도서예산
2021,LIBTYPE000003,211081,국제신학대학원대학교 도서관,서울,관악구,23352,1,95,723,1750120 
2021,LIBTYPE000003,L0037,국제영어대학원대학교 학술정보원,서울,강동구,17317,1,28,207,3045290 
2021,LIBTYPE000003,L0032,국제예술대학교 도서관,서울,강남구,1086,0,5,5,71400 
2021,LIBTYPE000003,245001,군산간호대학교 도서관,전북,군산시,39712,0,507,5232,25907049 
2021,LIBTYPE000003,245002,군산대학교 도서관,전북,군산시,710952,13,3281,47110,757249991 
2021,LIBTYPE000003,245019,군장대학교 도서관,전북,군산시,92155,1,87,694,41200000 
2021,LIBTYPE000003,243017,극동대학교 도서관,충북,음성군,322522,1,483,3151,79936622 
2021,LIBTYPE000003,L00055,글로벌사이버대학교 도서관,충남,천안시,2038,0,136,692,5501000 
2021,LIBTYPE000003,244033,금강대학교 도서관,충남,논산시,130754,1,60,679,52970070 
2021,LIBTYPE000003,247006,금오공과대학교 도서관,경북,구미시,520572,6,3385,23100,991020310 
2021,LIBTYPE000003,224006,기독간호대학교 도서관,광주,남구,36499,0,159,1121,28680999 
2021,LIBTYPE000003,247008,김천대학교 도서관,경북,김천시,312667,2,157,6223,176414376 
2021,LIBTYPE000003,241057,김포대학교 도서관,경기,김포시,123760,1,130,6800,46905400 
2021,LIBTYPE000003,248033,김해대학교 도서관,경남,김해시,38229,1,188,1759,25158805 
2021,LIBTYPE000003,244014,나사렛대학교 도서관,충남,천안시,406658,2,1423,21133,304084266 
2021,LIBTYPE000003,224018,남부대학교 도서관,광주,광산구,120412,2,429,7495,185860182 
2021,LIBTYPE000003,244021,남서울대학교 도서관,충남,천안시,893610,3,735,21084,588823068 
2021,LIBTYPE000003,241010,농협대학교 도서관,경기,고양시,44461,0,110,1110,29077150 
2021,LIBTYPE000003,241099,능인대학원대학교 도서관,경기,화성시,5991,0,17,98,4518610 
2021,LIBTYPE000003,244006,단국대학교 율곡기념도서관,충남,천안시,869414,9,2219,14694,275452761 
2021,LIBTYPE000003,211017,단국대학교 퇴계기념중앙도서관,경기,용인시,1141540,8,4091,87954,2311695803 
2021,LIBTYPE000003,247025,대경대학교 도서관,경북,경산시,154135,2,432,4714,92359570 
2021,LIBTYPE000003,222007,대구가톨릭대학교 루가(의학)도서관,대구,남구,29219,2,443,2750,682690855 
2021,LIBTYPE000003,227002,대구가톨릭대학교 신학도서관,대구,중구,157415,0,256,7611,46742180 
2021,LIBTYPE000003,247023,대구가톨릭대학교 중앙도서관,경북,경산시,1212705,6,4337,91829,768213149 
2021,LIBTYPE000003,327005,대구경북과학기술원 학술정보관,대구,달성군,141701,4,1114,17616,1908297973 
2021,LIBTYPE000003,222008,대구공업대학교 도서관,대구,달서구,110471,1,46,668,35994464 
2021,LIBTYPE000003,222011,대구과학대학교 영송중앙도서관,대구,북구,157789,2,350,9841,93657805 
2021,LIBTYPE000003,222009,대구교육대학교 도서관,대구,남구,330301,5,770,6190,160126770 
2021,LIBTYPE000003,247009,대구대학교 도서관,경북,경산시,1553776,8,5159,38005,1084033477 
2021,LIBTYPE000003,222010,대구보건대학교 도서관,대구,북구,247687,3,718,5605,166182229 
2021,LIBTYPE000003,222020,대구사이버대학교 전자도서관,경북,경산시,17463,0,1032,7349,39943000 
2021,LIBTYPE000003,247026,대구예술대학교 학술정보원,경북,칠곡군,122141,3,167,1203,41736110 
2021,LIBTYPE000003,247004,대구한의대학교 학술정보원,경북,경산시,642498,3,1978,25303,389281917 
2021,LIBTYPE000003,225011,대덕대학교 도서관,대전,유성구,187334,2,613,8246,83195000 
2021,LIBTYPE000003,221004,대동대학교 도서관,부산,금정구,54817,1,330,2702,30675206 
2021,LIBTYPE000003,241011,대림대학교 도서관,경기,안양시,205849,1,977,14034,149898750 
2021,LIBTYPE000003,247010,"대신대학교 도서관 (경북, 경산)",경북,경산시,114307,1,236,3590,26316480 
2021,LIBTYPE000003,243015,대원대학교 도서관,충북,제천시,93918,1,195,3713,75931560 
2021,LIBTYPE000003,244022,대전가톨릭대학교 도서관,세종,전의면,149491,1,107,6967,41798858 
2021,LIBTYPE000003,225005,대전과학기술대학교 도서관,대전,서구,354128,3,438,6300,86129655 
2021,LIBTYPE000003,225002,대전대학교 중앙도서관,대전,동구,814875,6,1436,36066,759636934 
2021,LIBTYPE000003,225003,대전보건대학교 도서관,대전,동구,244894,1,533,5000,163003273 
2021,LIBTYPE000003,225015,대전신학대학교 학술정보관,대전,대덕구,78245,1,206,2505,8868480 
2021,LIBTYPE000003,241014,대진대학교 중앙도서관,경기,포천시,712294,4,512,26871,505994174 
2021,LIBTYPE000003,241068,대한신학대학원대학교 도서관,경기,안양시,15867,0,48,139,300000 
2021,LIBTYPE000003,211019,덕성여자대학교 도서관,서울,도봉구,768061,3,1918,46968,561990966 
2021,LIBTYPE000003,224007,동강대학교 도서관,광주,북구,172309,2,534,6565,66988810 
2021,LIBTYPE000003,211020,동국대학교 중앙도서관,서울,중구,1634659,7,5957,96376,2482454152 
2021,LIBTYPE000003,247011,동국대학교(경주) 경주도서관,경북,경주시,797518,2,1577,40342,873519893 
2021,LIBTYPE000003,241016,동남보건대학교 도서관,경기,수원시,153665,0,124,1910,45495400 
2021,LIBTYPE000003,211021,동덕여자대학교 춘강학술정보관,서울,성북구,554291,6,1211,39537,603166878 
2021,LIBTYPE000003,221030,동명대학교 중앙도서관,부산,남구,559978,3,1829,17887,442999821 
2021,LIBTYPE000003,211101,동방문화대학원대학교 도서관,서울,성북구,26093,1,129,1236,18619925 
2021,LIBTYPE000003,221007,동서대학교 민석도서관,부산,사상구,809710,4,1859,20031,640779580 
2021,LIBTYPE000003,241013,동서울대학교 학산도서관,경기,성남시,232875,1,300,7531,149369790 
2021,LIBTYPE000003,246001,동신대학교 중앙도서관,전남,나주시,740995,1,989,12124,375500000 
2021,LIBTYPE000003,221008,동아대학교 도서관,부산,사하구,1418507,7,5312,50382,2029269217 
2021,LIBTYPE000003,241062,동아방송예술대학교 도서관,경기,안성시,112226,1,1536,20211,101700890 
2021,LIBTYPE000003,246015,동아보건대학교 도서관,전남,영암군,61880,2,12,629,27784224 
2021,LIBTYPE000003,247028,동양대학교 학술정보원,경북,영주시,356804,3,972,38400,234761563 
2021,LIBTYPE000003,211022,동양미래대학교 도서관,서울,구로구,281725,1,446,14576,190035270 
2021,LIBTYPE000003,248007,동원과학기술대학교 도서관,경남,양산시,82522,0,440,2471,51924060 
2021,LIBTYPE000003,241058,동원대학교 도서관,경기,광주시,136860,1,391,15270,91631560 
2021,LIBTYPE000003,221009,동의과학대학교 도서관,부산,부산진구,174040,3,1185,11104,128737780 
2021,LIBTYPE000003,221010,동의대학교 중앙도서관,부산,부산진구,1248070,15,2765,43304,947398540 
2021,LIBTYPE000003,221011,동주대학교 도서관,부산,사하구,121659,1,290,11430,60846700 
2021,LIBTYPE000003,241054,두원공과대학교 도서관,경기,안성시,133082,1,517,2613,103977167 
2021,LIBTYPE000003,211110,디지털서울문화예술대학교 도서관,서울,서대문구,10407,0,251,1467,9078000 
2021,LIBTYPE000003,241017,루터대학교 도서관,경기,용인시,40325,1,75,551,33771690 
2021,LIBTYPE000003,248005,마산대학교 도서관,경남,창원시,198403,2,780,9272,120684000 
2021,LIBTYPE000003,211023,명지대학교 도서관,서울,서대문구,1578666,8,5382,65718,508077959 
2021,LIBTYPE000003,211024,명지전문대학 도서관,서울,서대문구,253989,1,585,12849,171362510 
2021,LIBTYPE000003,225006,목원대학교 도서관,대전,서구,694360,3,2040,31737,510936625 
2021,LIBTYPE000003,246005,목포가톨릭대학교 도서관,전남,목포시,50380,1,80,2792,43964120 
2021,LIBTYPE000003,246003,목포과학대학교 도서관,전남,목포시,76080,1,49,650,50685770 
2021,LIBTYPE000003,246002,목포대학교 도서관,전남,무안군,629289,8,1795,10945,401371670 
2021,LIBTYPE000003,246004,목포해양대학교 도서관,전남,목포시,238009,4,663,5312,210244451 
2021,LIBTYPE000003,247031,문경대학교 도서관,경북,문경시,42299,1,79,921,20274460 
2021,LIBTYPE000003,225007,배재대학교 중앙도서관,대전,서구,772364,4,2056,38783,500000000 
2021,LIBTYPE000003,211025,배화여자대학교 학술정보관,서울,종로구,153339,3,747,5638,80565844 
2021,LIBTYPE000003,211074,백석대학교 도서관(서울),서울,서초구,306646,2,555,8814,126841000 
2021,LIBTYPE000003,244020,백석대학교 도서관(천안),충남,천안시,877550,1,753,40498,696630884 
2021,LIBTYPE000003,244023,백석문화대학교 도서관,충남,천안시,187242,2,183,10677,126615000 
2021,LIBTYPE000003,245005,백제예술대학교 도서관,전북,완주군,46966,0,52,863,9992530 
2021,LIBTYPE000003,211077,베뢰아국제대학원대학교 도서관,서울,영등포구,38028,2,73,1271,9331908 
2021,LIBTYPE000003,221031,부경대학교 도서관,부산,남구,1320858,18,6610,158049,1860262970 
2021,LIBTYPE000003,221037,부산가톨릭대학교 중앙도서관,부산,금정구,399336,2,787,5525,243318493 
2021,LIBTYPE000003,221013,부산경상대학교 도서관,부산,연제구,132427,0,280,1946,45908630 
2021,LIBTYPE000003,221023,부산과학기술대학교 도서관,부산,북구,165559,1,83,921,65287000 
2021,LIBTYPE000003,221015,부산교육대학교 도서관,부산,연제구,336146,5,1268,12675,185862571 
2021,LIBTYPE000003,221016,부산대학교 도서관,부산,금정구,2551747,41,13647,221038,5601337370 
2021,LIBTYPE000003,226006,부산디지털대학교 도서관,부산,사상구,3446,0,318,2077,9298510 
2021,LIBTYPE000003,221021,부산여자대학교 중앙도서관,부산,부산진구,166358,3,290,2851,60539000 
2021,LIBTYPE000003,221029,부산예술대학교 도서관,부산,남구,14099,1,20,69,5929200 
2021,LIBTYPE000003,221022,부산외국어대학교 중앙도서관,부산,금정구,845072,2,2790,35909,500824000 
2021,LIBTYPE000003,221034,부산장신대학교 도서관,경남,김해시,68411,0,296,6323,33904350 
2021,LIBTYPE000003,241019,부천대학교 도서관,경기,부천시,310468,2,587,16190,223725786 
2021,LIBTYPE000003,211027,삼육대학교 학술정보원,서울,노원구,493090,3,1245,16472,485603131 
2021,LIBTYPE000003,211026,삼육보건대학교 도서관,서울,동대문구,65422,1,313,2633,53301179 
2021,LIBTYPE000003,211028,상명대학교 서울캠퍼스 학술정보관,서울,종로구,572385,4,1464,69355,641618090 
2021,LIBTYPE000003,244007,상명대학교 천안캠퍼스 학술정보관,충남,천안시,617301,2,987,30102,378363270 
2021,LIBTYPE000003,242007,상지대학교 학술정보원,강원,원주시,716980,4,1208,7333,439983688 
2021,LIBTYPE000003,211029,서강대학교 로욜라도서관,서울,마포구,1273638,18,5447,94135,2806492669 
2021,LIBTYPE000003,211015,서경대학교 학술정보관,서울,성북구,631713,2,1526,8233,707628645 
2021,LIBTYPE000003,247005,서라벌대학교 학술정보원,경북,경주시,125087,0,139,1383,27212170 
2021,LIBTYPE000003,224008,서영대학교 도서관,광주,북구,109868,2,528,6812,112885494 
2021,LIBTYPE000003,211034,서울과학기술대학교 도서관,서울,노원구,784202,11,5501,51510,1858876040 
2021,LIBTYPE000003,L00006,서울과학종합대학원대학교 도서관,서울,서대문구,2919,0,0,0,47797395 
2021,LIBTYPE000003,211031,서울교육대학교 도서관,서울,서초구,311812,3,1338,20430,258063917 
2021,LIBTYPE000003,211018,서울기독대학교 학술정보관,서울,은평구,56115,0,128,1380,20550870 
2021,LIBTYPE000003,211032,서울대학교 중앙도서관,서울,관악구,5109942,76,28822,323606,13402274468 
2021,LIBTYPE000003,211104,서울디지털대학교 디지털도서관,서울,강서구,73268,0,1776,16193,34500000 
2021,LIBTYPE000003,L0035,서울미디어대학원대학교 도서관,서울,강서구,5932,0,8,63,10701960 
2021,LIBTYPE000003,211105,서울벤처대학원대학교 학술정보관,서울,강남구,3534,0,0,0,0 
2021,LIBTYPE000003,211096,서울불교대학원대학교 도서관,서울,금천구,10392,0,154,459,14679730 
2021,LIBTYPE000003,211100,서울사이버대학교 전자도서관,서울,강북구,58908,0,1355,3169,21325000 
2021,LIBTYPE000003,L00009,서울사회복지대학원대학교 도서관,서울,영등포구,5934,0,27,185,795710 
2021,LIBTYPE000003,211113,서울상담심리대학원대학교 도서관,서울,종로구,8713,0,69,353,31660584 
2021,LIBTYPE000003,211082,서울성경신학대학원대학교 도서관,서울,동작구,22559,0,80,349,3790914 
2021,LIBTYPE000003,211035,서울시립대학교 도서관,서울,동대문구,1124382,25,4951,86919,3019374622 
2021,LIBTYPE000003,241023,서울신학대학교 도서관,경기,부천시,353538,2,1308,18703,130424000 
2021,LIBTYPE000003,211030,서울여자간호대학교 도서관,서울,서대문구,38896,1,39,1959,48799141 
2021,LIBTYPE000003,211036,서울여자대학교 도서관,서울,노원구,710543,4,2501,164769,704212725 
2021,LIBTYPE000003,211037,서울예술대학교 예술정보센터,경기,안산시,108174,2,836,23917,189079808 
2021,LIBTYPE000003,L0033,서울외국어대학원대학교 도서관,서울,서초구,3398,1,0,0,0 
2021,LIBTYPE000003,241024,서울장신대학교 도서관,경기,광주시,126776,1,225,3122,73452131 
2021,LIBTYPE000003,211056,서울한영대학교 도서관,서울,구로구,133863,3,183,983,51403240 
2021,LIBTYPE000003,243003,서원대학교 도서관,충북,청주시,730614,2,1197,12907,405999421 
2021,LIBTYPE000003,211038,서일대학교 도서관,서울,중랑구,192306,2,249,7625,202480751 
2021,LIBTYPE000003,241086,서정대학교 중앙도서관,경기,양주시,93612,0,39,400,116929851 
2021,LIBTYPE000003,247014,선린대학교 도서관,경북,포항시,86778,2,91,1728,44638230 
2021,LIBTYPE000003,244008,선문대학교 중앙도서관,충남,아산시,736251,4,2072,83553,792998803 
2021,LIBTYPE000003,241079,선학유피대학원대학교 도서관,경기,가평군,42236,1,67,1128,10508080 
2021,LIBTYPE000003,241025,성결대학교 학술정보관,경기,안양시,579675,4,1212,23218,359817010 
2021,LIBTYPE000003,211039,성공회대학교 도서관,서울,구로구,268477,3,619,12570,195486740 
2021,LIBTYPE000003,211040,성균관대학교 학술정보관,서울,종로구,2155845,10,12214,198496,4566363173 
2021,LIBTYPE000003,223013,성산효대학원대학교 도서관,인천,남동구,27702,1,19,396,8571710 
2021,LIBTYPE000003,241084,성서침례대학원대학교 초헌도서관,경기,이천시,23299,0,43,1124,6044280 
2021,LIBTYPE000003,211041,성신여자대학교 도서관,서울,성북구,993879,4,2669,93370,699888700 
2021,LIBTYPE000003,247035,성운대학교 학술정보센터,경북,영천시,52484,1,73,775,35418890 
2021,LIBTYPE000003,242015,세경대학교 도서관,강원,영월군,48471,1,101,381,22486000 
2021,LIBTYPE000003,243004,세명대학교 민송도서관,충북,제천시,648657,2,1190,27728,497803407 
2021,LIBTYPE000003,211042,세종대학교 학술정보원,서울,광진구,964855,6,3622,53242,1431238112 
2021,LIBTYPE000003,246014,세한대학교 도서관,충남,당진시,344282,3,121,2883,191267110 
2021,LIBTYPE000003,242023,송곡대학교 도서관,강원,춘천시,17403,1,84,941,28029200 
2021,LIBTYPE000003,224009,송원대학교 중앙도서관,광주,남구,258680,3,242,11732,169012018 
2021,LIBTYPE000003,242022,송호대학교 도서관,강원,횡성군,45965,1,110,2203,21389970 
2021,LIBTYPE000003,222012,수성대학교 도서관,대구,수성구,129064,1,661,35266,134465676 
2021,LIBTYPE000003,241030,수원가톨릭대학교 도서관,경기,화성시,140831,1,267,12661,122904110 
2021,LIBTYPE000003,241033,수원과학대학교 도서관,경기,화성시,227741,1,149,6717,142311732 
2021,LIBTYPE000003,241031,수원대학교 도서관,경기,화성시,947041,1,7276,16205,555203457 
2021,LIBTYPE000003,241032,수원여자대학교 도서관,경기,수원시,197082,3,491,9760,126604490 
2021,LIBTYPE000003,211043,숙명여자대학교 도서관,서울,용산구,1288814,10,5510,178050,1947165838 
2021,LIBTYPE000003,211098,순복음대학원대학교 도서관,서울,관악구,28608,0,8,14,0 
2021,LIBTYPE000003,243025,순복음총회신학교 도서관,충북,제천시,25247,0,0,0,0 
2021,LIBTYPE000003,246008,순천대학교 도서관,전남,순천시,832767,10.5,2313,30307,897793177 
2021,LIBTYPE000003,246007,순천제일대학교 도서관,전남,순천시,115258,2,306,4047,62818684 
2021,LIBTYPE000003,244009,순천향대학교 중앙도서관,충남,아산시,846645,7,1911,37215,1416103187 
2021,LIBTYPE000003,211044,숭실대학교 도서관,서울,동작구,1141615,11,7062,148708,2189060310 
2021,LIBTYPE000003,211107,숭실사이버대학교 전자도서관,서울,동작구,9519,0,75,127,0 
2021,LIBTYPE000003,211045,숭의여자대학교 학술정보센터,서울,중구,191896,0,143,8276,119911110 
2021,LIBTYPE000003,L0039,신경대학교 도서관,경기,화성시,12359,0,1,1,11571000 
2021,LIBTYPE000003,241035,신구대학교 도서관,경기,성남시,195134,2,598,19179,182109420 
2021,LIBTYPE000003,221020,신라대학교 도서관,부산,사상구,741486,7,1559,45512,485350827 
2021,LIBTYPE000003,244027,신성대학교 도서관,충남,당진시,189161,2,736,6900,157188885 
2021,LIBTYPE000003,241059,신안산대학교 도서관,경기,안산시,141332,1,519,1581,89988660 
2021,LIBTYPE000003,L241036,신한대학교 중앙도서관,경기,의정부시,453823,4,1135,7277,344266710 
2021,LIBTYPE000003,241088,실천신학대학원대학교 도서관,경기,이천시,13167,1,24,203,4422030 
2021,LIBTYPE000003,241037,아신대학교 도서관,경기,양평군,141017,1,559,11825,77122794 
2021,LIBTYPE000003,241038,아주대학교 도서관,경기,수원시,1075260,7,6001,67253,1434916681 
2021,LIBTYPE000003,241074,아주대학교 의학문헌정보센터,경기,수원시,63455,3,322,1784,1553529243 
2021,LIBTYPE000003,244038,아주자동차대학 도서관,충남,보령시,46609,0,118,926,21043120 
2021,LIBTYPE000003,247016,안동과학대학교 도서관,경북,안동시,137025,2,169,3428,87539999 
2021,LIBTYPE000003,247015,안동대학교 도서관,경북,안동시,829598,9,2025,22813,556619930 
2021,LIBTYPE000003,241061,안산대학교 도서관,경기,안산시,197047,1,272,9503,134821460 
2021,LIBTYPE000003,241012,안양대학교 도서관,경기,안양시,482351,2,408,4852,310000000 
2021,LIBTYPE000003,241082,에스라성경대학원대학교 도서관,경기,고양시,9743,0,58,790,
2021,LIBTYPE000003,241078,여주대학교 여암학술정보관,경기,여주시,200922,2,309,4205,123499550 
2021,LIBTYPE000003,241040,연성대학교 연곡도서관,경기,안양시,209438,1,751,7893,140004745 
2021,LIBTYPE000003,211072,연세대학교 의학도서관,서울,서대문구,224259,6,2233,19327,2814677999 
2021,LIBTYPE000003,211046,연세대학교 학술정보원,서울,서대문구,2502663,28,17098,341534,5271815185 
2021,LIBTYPE000003,242009,연세대학교(미래) 미래캠퍼스 학술정보원,강원,원주시,516378,5,2174,112544,734999830 
2021,LIBTYPE000003,242018,연세대학교(미래) 원주캠퍼스 의학도서관,강원,원주시,106321,3,680,6492,932449226 
2021,LIBTYPE000003,248008,연암공과대학교 도서관,경남,진주시,74461,0,134,2757,37838800 
2021,LIBTYPE000003,244010,연암대학교 도서관,충남,천안시,70195,0,112,726,43393560 
2021,LIBTYPE000003,247017,영남대학교 도서관,경북,경산시,1835236,20,5754,65012,1777889517 
2021,LIBTYPE000003,322007,영남대학교 의과대학 의학도서관,대구,남구,28188,3,516,4514,682637098 
2021,LIBTYPE000003,247018,영남신학대학교 도서관,경북,경산시,140955,1,340,3372,19815842 
2021,LIBTYPE000003,247034,영남외국어대학 도서관,경북,경산시,26632,0,0,0,0 
2021,LIBTYPE000003,222013,영남이공대학교 도서관,대구,남구,227299,0,433,6447,160200710 
2021,LIBTYPE000003,248026,영산대학교 도서관,경남,양산시,515655,7,897,12510,391035571 
2021,LIBTYPE000003,246010,영산선학대학교 도서관,전남,영광군,51938,1,49,963,6997193 
2021,LIBTYPE000003,222014,영진전문대학교 도서관,대구,북구,355055,4,1734,14118,237474034 
2021,LIBTYPE000003,241087,예명대학원대학교 도서관,서울,서초구,17385,0,15,52,3613960 
2021,LIBTYPE000003,245007,예수대학교 도서관,전북,전주시,46565,1,155,31434,35013470 
2021,LIBTYPE000003,245027,예원예술대학교 도서관,전북,임실군,41764,0,60,229,6414840 
2021,LIBTYPE000003,241041,오산대학교 도서관,경기,오산시,172526,0,1142,4744,138458000 
2021,LIBTYPE000003,L0045,온석대학원대학교 학술정보원,경기,용인시,30363,1,13,46,193240 
2021,LIBTYPE000003,241015,용인대학교 도서관,경기,용인시,424229,1,305,7311,388061380 
2021,LIBTYPE000003,241056,용인예술과학대학교 도서관,경기,용인시,165939,1,304,6523,92597480 
2021,LIBTYPE000003,245017,우석대학교 도서관,전북,완주군,812100,6,1409,24580,459514243 
2021,LIBTYPE000003,225019,우송대학교 우송도서관,대전,동구,618564,0,945,11653,577166242 
2021,LIBTYPE000003,225004,우송정보대학 우송도서관,대전,동구,176155,0,217,2051,62962450 
2021,LIBTYPE000003,231001,울산과학기술원 학술정보관,울산,울주군,264107,4,1700,16701,1520445897 
2021,LIBTYPE000003,248010,울산과학대학교 도서관,울산,동구,189053,1,720,7542,141032558 
2021,LIBTYPE000003,248009,울산대학교 도서관,울산,남구,1024289,7,3775,43048,1275698052 
2021,LIBTYPE000003,211071,울산대학교 의과대학 아산의학도서관,서울,송파구,117071,9,523,5006,2531158808 
2021,LIBTYPE000003,L0043,웅지세무대학교 도서관,경기,파주시,10164,0,0,0,0 
2021,LIBTYPE000003,245008,원광대학교 도서관,전북,익산시,1603906,8,3685,76953,1446381804 
2021,LIBTYPE000003,245009,원광보건대학교 도서관,전북,익산시,194132,2,258,25338,104656000 
2021,LIBTYPE000003,245023,원불교대학원대학교 도서관,전북,익산시,26806,0,38,343,2366840 
2021,LIBTYPE000003,211078,웨스트민스터신학대학원대학교 도서관,경기,용인시,47167,0,173,2305,33000000 
2021,LIBTYPE000003,247032,위덕대학교 학술정보원,경북,경주시,294574,2,366,5246,201382478 
2021,LIBTYPE000003,243013,유원대학교 도서관,충북,영동군,413562,2,245,9233,254340966 
2021,LIBTYPE000003,241042,유한대학교 도서관,경기,부천시,214898,3,858,9775,114216030 
2021,LIBTYPE000003,211047,육군사관학교 학술정보원,서울,노원구,282204,8,1026,23897,250967000 
2021,LIBTYPE000003,230001,을지대학교 대전캠퍼스 학술정보원,대전,중구,242371,2,619,8050,302954942 
